train_test,car_type,model_year,interval_start,interval_end,duration,exposure_month,n_censored,n_failed,active_warranties,ln_warranties,car_type_code
Test,Compact SUV,2019,2021-07-01,2021-07-31,26,07,1.0,0.0,167,5.117993812416755,1
Test,Compact SUV,2019,2021-07-01,2021-07-31,28,07,2.0,0.0,167,5.117993812416755,1
Test,Compact SUV,2019,2021-08-01,2021-08-31,22,08,1.0,0.0,159,5.0689042022202315,1
Test,Compact SUV,2019,2021-08-01,2021-08-31,24,08,1.0,0.0,159,5.0689042022202315,1
Test,Compact SUV,2019,2021-08-01,2021-08-31,25,08,1.0,0.0,159,5.0689042022202315,1
Test,Compact SUV,2019,2021-08-01,2021-08-31,26,08,1.0,0.0,159,5.0689042022202315,1
Test,Compact SUV,2019,2021-08-01,2021-08-31,27,08,2.0,0.0,159,5.0689042022202315,1
Test,Compact SUV,2019,2021-08-01,2021-08-31,29,08,1.0,0.0,159,5.0689042022202315,1
Test,Compact SUV,2019,2021-08-01,2021-08-31,30,08,3.0,0.0,159,5.0689042022202315,1
Test,Compact SUV,2019,2021-08-01,2021-08-31,31,08,1.0,0.0,159,5.0689042022202315,1
Test,Compact SUV,2019,2021-09-01,2021-09-30,20,09,1.0,0.0,148,4.997212273764115,1
Test,Compact SUV,2019,2021-09-01,2021-09-30,23,09,0.0,1.0,148,4.997212273764115,1
Test,Compact SUV,2019,2021-09-01,2021-09-30,26,09,2.0,0.0,148,4.997212273764115,1
Test,Compact SUV,2019,2021-09-01,2021-09-30,27,09,3.0,0.0,148,4.997212273764115,1
Test,Compact SUV,2019,2021-09-01,2021-09-30,30,09,2.0,0.0,148,4.997212273764115,1
Test,Compact SUV,2019,2021-09-01,2021-09-30,33,09,1.0,0.0,148,4.997212273764115,1
Test,Compact SUV,2019,2021-10-01,2021-10-31,20,10,1.0,0.0,139,4.9344739331306915,1
Test,Compact SUV,2019,2021-10-01,2021-10-31,23,10,2.0,0.0,139,4.9344739331306915,1
Test,Compact SUV,2019,2021-10-01,2021-10-31,24,10,2.0,0.0,139,4.9344739331306915,1
Test,Compact SUV,2019,2021-10-01,2021-10-31,25,10,2.0,0.0,139,4.9344739331306915,1
Test,Compact SUV,2019,2021-10-01,2021-10-31,26,10,1.0,0.0,139,4.9344739331306915,1
Test,Compact SUV,2019,2021-10-01,2021-10-31,34,10,1.0,0.0,139,4.9344739331306915,1
Test,Compact SUV,2019,2021-11-01,2021-11-30,19,11,0.0,1.0,130,4.867534450455582,1
Test,Compact SUV,2019,2021-11-01,2021-11-30,24,11,1.0,0.0,130,4.867534450455582,1
Test,Compact SUV,2019,2021-11-01,2021-11-30,25,11,2.0,0.0,130,4.867534450455582,1
Test,Compact SUV,2019,2021-11-01,2021-11-30,27,11,2.0,0.0,130,4.867534450455582,1
Test,Compact SUV,2019,2021-11-01,2021-11-30,28,11,1.0,0.0,130,4.867534450455582,1
Test,Compact SUV,2019,2021-11-01,2021-11-30,29,11,1.0,0.0,130,4.867534450455582,1
Test,Compact SUV,2019,2021-11-01,2021-11-30,33,11,1.0,0.0,130,4.867534450455582,1
Test,Compact SUV,2019,2021-12-01,2021-12-31,23,12,1.0,0.0,122,4.804021044733257,1
Test,Compact SUV,2019,2021-12-01,2021-12-31,25,12,2.0,0.0,122,4.804021044733257,1
Test,Compact SUV,2019,2021-12-01,2021-12-31,26,12,1.0,0.0,122,4.804021044733257,1
Test,Compact SUV,2019,2021-12-01,2021-12-31,28,12,1.0,0.0,122,4.804021044733257,1
Test,Compact SUV,2019,2021-12-01,2021-12-31,32,12,2.0,0.0,122,4.804021044733257,1
Test,Compact SUV,2019,2021-12-01,2021-12-31,36,12,1.0,0.0,122,4.804021044733257,1
Test,Compact SUV,2019,2022-01-01,2022-01-31,24,01,1.0,0.0,114,4.736198448394496,1
Test,Compact SUV,2019,2022-01-01,2022-01-31,25,01,2.0,0.0,114,4.736198448394496,1
Test,Compact SUV,2019,2022-01-01,2022-01-31,27,01,1.0,1.0,114,4.736198448394496,1
Test,Compact SUV,2019,2022-01-01,2022-01-31,28,01,3.0,0.0,114,4.736198448394496,1
Test,Compact SUV,2019,2022-01-01,2022-01-31,31,01,1.0,0.0,114,4.736198448394496,1
Test,Compact SUV,2019,2022-01-01,2022-01-31,33,01,3.0,0.0,114,4.736198448394496,1
Test,Compact SUV,2019,2022-02-01,2022-02-28,22,02,1.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2019,2022-02-01,2022-02-28,25,02,2.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2019,2022-02-01,2022-02-28,26,02,3.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2019,2022-02-01,2022-02-28,27,02,1.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2019,2022-02-01,2022-02-28,28,02,2.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2019,2022-02-01,2022-02-28,29,02,1.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2019,2022-02-01,2022-02-28,31,02,1.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2019,2022-02-01,2022-02-28,32,02,1.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2019,2022-02-01,2022-02-28,33,02,1.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2019,2022-02-01,2022-02-28,34,02,1.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2019,2022-02-01,2022-02-28,36,02,1.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2019,2022-03-01,2022-03-31,26,03,2.0,0.0,88,4.477336814478207,1
Test,Compact SUV,2019,2022-03-01,2022-03-31,27,03,2.0,0.0,88,4.477336814478207,1
Test,Compact SUV,2019,2022-03-01,2022-03-31,28,03,2.0,0.0,88,4.477336814478207,1
Test,Compact SUV,2019,2022-03-01,2022-03-31,29,03,1.0,0.0,88,4.477336814478207,1
Test,Compact SUV,2019,2022-03-01,2022-03-31,32,03,1.0,0.0,88,4.477336814478207,1
Test,Compact SUV,2019,2022-03-01,2022-03-31,33,03,1.0,0.0,88,4.477336814478207,1
Test,Compact SUV,2019,2022-03-01,2022-03-31,35,03,1.0,0.0,88,4.477336814478207,1
Test,Compact SUV,2019,2022-04-01,2022-04-30,26,04,2.0,0.0,78,4.356708826689592,1
Test,Compact SUV,2019,2022-04-01,2022-04-30,27,04,2.0,0.0,78,4.356708826689592,1
Test,Compact SUV,2019,2022-04-01,2022-04-30,29,04,0.0,1.0,78,4.356708826689592,1
Test,Compact SUV,2019,2022-04-01,2022-04-30,30,04,1.0,0.0,78,4.356708826689592,1
Test,Compact SUV,2019,2022-04-01,2022-04-30,31,04,1.0,0.0,78,4.356708826689592,1
Test,Compact SUV,2019,2022-04-01,2022-04-30,32,04,2.0,0.0,78,4.356708826689592,1
Test,Compact SUV,2019,2022-04-01,2022-04-30,33,04,2.0,0.0,78,4.356708826689592,1
Test,Compact SUV,2019,2022-04-01,2022-04-30,34,04,1.0,0.0,78,4.356708826689592,1
Test,Compact SUV,2019,2022-04-01,2022-04-30,36,04,3.0,0.0,78,4.356708826689592,1
Test,Compact SUV,2019,2022-05-01,2022-05-31,24,05,1.0,0.0,64,4.1588830833596715,1
Test,Compact SUV,2019,2022-05-01,2022-05-31,26,05,2.0,0.0,64,4.1588830833596715,1
Test,Compact SUV,2019,2022-05-01,2022-05-31,28,05,2.0,0.0,64,4.1588830833596715,1
Test,Compact SUV,2019,2022-05-01,2022-05-31,29,05,1.0,0.0,64,4.1588830833596715,1
Test,Compact SUV,2019,2022-05-01,2022-05-31,30,05,2.0,0.0,64,4.1588830833596715,1
Test,Compact SUV,2019,2022-05-01,2022-05-31,31,05,1.0,0.0,64,4.1588830833596715,1
Test,Compact SUV,2019,2022-05-01,2022-05-31,32,05,1.0,0.0,64,4.1588830833596715,1
Test,Compact SUV,2019,2022-05-01,2022-05-31,34,05,1.0,0.0,64,4.1588830833596715,1
Test,Compact SUV,2019,2022-05-01,2022-05-31,35,05,1.0,0.0,64,4.1588830833596715,1
Test,Compact SUV,2019,2022-05-01,2022-05-31,36,05,1.0,0.0,64,4.1588830833596715,1
Test,Compact SUV,2019,2022-06-01,2022-06-30,25,06,1.0,0.0,51,3.9318256327243257,1
Test,Compact SUV,2019,2022-06-01,2022-06-30,28,06,1.0,0.0,51,3.9318256327243257,1
Test,Compact SUV,2019,2022-06-01,2022-06-30,30,06,1.0,0.0,51,3.9318256327243257,1
Test,Compact SUV,2019,2022-06-01,2022-06-30,31,06,1.0,0.0,51,3.9318256327243257,1
Test,Compact SUV,2019,2022-06-01,2022-06-30,32,06,1.0,0.0,51,3.9318256327243257,1
Test,Compact SUV,2019,2022-06-01,2022-06-30,36,06,3.0,0.0,51,3.9318256327243257,1
Test,Compact SUV,2019,2022-07-01,2022-07-31,32,07,1.0,0.0,43,3.7612001156935624,1
Test,Compact SUV,2019,2022-07-01,2022-07-31,34,07,0.0,1.0,43,3.7612001156935624,1
Test,Compact SUV,2019,2022-07-01,2022-07-31,36,07,4.0,0.0,43,3.7612001156935624,1
Test,Compact SUV,2019,2022-08-01,2022-08-31,27,08,0.0,1.0,38,3.6375861597263857,1
Test,Compact SUV,2019,2022-08-01,2022-08-31,28,08,1.0,0.0,38,3.6375861597263857,1
Test,Compact SUV,2019,2022-08-01,2022-08-31,29,08,2.0,0.0,38,3.6375861597263857,1
Test,Compact SUV,2019,2022-08-01,2022-08-31,31,08,1.0,0.0,38,3.6375861597263857,1
Test,Compact SUV,2019,2022-08-01,2022-08-31,32,08,1.0,0.0,38,3.6375861597263857,1
Test,Compact SUV,2019,2022-08-01,2022-08-31,35,08,1.0,0.0,38,3.6375861597263857,1
Test,Compact SUV,2019,2022-08-01,2022-08-31,36,08,1.0,0.0,38,3.6375861597263857,1
Test,Compact SUV,2019,2022-09-01,2022-09-30,31,09,1.0,0.0,31,3.4339872044851463,1
Test,Compact SUV,2019,2022-09-01,2022-09-30,32,09,1.0,0.0,31,3.4339872044851463,1
Test,Compact SUV,2019,2022-09-01,2022-09-30,33,09,1.0,0.0,31,3.4339872044851463,1
Test,Compact SUV,2019,2022-09-01,2022-09-30,35,09,1.0,0.0,31,3.4339872044851463,1
Test,Compact SUV,2019,2022-09-01,2022-09-30,36,09,5.0,0.0,31,3.4339872044851463,1
Test,Compact SUV,2019,2022-10-01,2022-10-31,28,10,1.0,0.0,22,3.091042453358316,1
Test,Compact SUV,2019,2022-10-01,2022-10-31,33,10,3.0,0.0,22,3.091042453358316,1
Test,Compact SUV,2019,2022-10-01,2022-10-31,36,10,3.0,0.0,22,3.091042453358316,1
Test,Compact SUV,2019,2022-11-01,2022-11-30,29,11,1.0,0.0,15,2.70805020110221,1
Test,Compact SUV,2019,2022-11-01,2022-11-30,30,11,1.0,0.0,15,2.70805020110221,1
Test,Compact SUV,2019,2022-12-01,2022-12-31,31,12,1.0,0.0,13,2.5649493574615367,1
Test,Compact SUV,2019,2022-12-01,2022-12-31,32,12,1.0,0.0,13,2.5649493574615367,1
Test,Compact SUV,2019,2022-12-01,2022-12-31,36,12,1.0,0.0,13,2.5649493574615367,1
Test,Compact SUV,2019,2023-01-01,2023-01-31,35,01,1.0,0.0,10,2.302585092994046,1
Test,Compact SUV,2019,2023-01-01,2023-01-31,36,01,1.0,0.0,10,2.302585092994046,1
Test,Compact SUV,2019,2023-02-01,2023-02-28,36,02,1.0,0.0,7,1.9459101490553132,1
Test,Compact SUV,2019,2023-03-01,2023-03-31,35,03,1.0,0.0,7,1.9459101490553132,1
Test,Compact SUV,2019,2023-03-01,2023-03-31,36,03,2.0,0.0,7,1.9459101490553132,1
Test,Compact SUV,2019,2023-04-01,2023-04-30,36,04,3.0,0.0,4,1.3862943611198906,1
Test,Compact SUV,2019,2023-05-01,2023-05-31,35,05,1.0,0.0,1,0.0,1
Test,Compact SUV,2020,2020-04-01,2020-04-30,3,04,0.0,1.0,42,3.7376696182833684,1
Test,Compact SUV,2020,2020-11-01,2020-11-30,0,11,0.0,1.0,132,4.882801922586371,1
Test,Compact SUV,2020,2021-04-01,2021-04-30,12,04,0.0,1.0,191,5.25227342804663,1
Test,Compact SUV,2020,2021-05-01,2021-05-31,9,05,0.0,1.0,197,5.2832037287379885,1
Test,Compact SUV,2020,2021-07-01,2021-07-31,5,07,0.0,1.0,200,5.298317366548036,1
Test,Compact SUV,2020,2021-08-01,2021-08-31,6,08,0.0,1.0,200,5.298317366548036,1
Test,Compact SUV,2020,2021-08-01,2021-08-31,11,08,0.0,1.0,200,5.298317366548036,1
Test,Compact SUV,2020,2021-09-01,2021-09-30,10,09,0.0,1.0,200,5.298317366548036,1
Test,Compact SUV,2020,2021-11-01,2021-11-30,25,11,1.0,0.0,200,5.298317366548036,1
Test,Compact SUV,2020,2021-12-01,2021-12-31,21,12,1.0,0.0,199,5.293304824724492,1
Test,Compact SUV,2020,2021-12-01,2021-12-31,22,12,1.0,0.0,199,5.293304824724492,1
Test,Compact SUV,2020,2021-12-01,2021-12-31,24,12,1.0,0.0,199,5.293304824724492,1
Test,Compact SUV,2020,2022-01-01,2022-01-31,12,01,0.0,1.0,196,5.278114659230517,1
Test,Compact SUV,2020,2022-01-01,2022-01-31,23,01,1.0,0.0,196,5.278114659230517,1
Test,Compact SUV,2020,2022-02-01,2022-02-28,21,02,1.0,0.0,195,5.272999558563747,1
Test,Compact SUV,2020,2022-02-01,2022-02-28,23,02,1.0,0.0,195,5.272999558563747,1
Test,Compact SUV,2020,2022-03-01,2022-03-31,17,03,1.0,0.0,193,5.262690188904886,1
Test,Compact SUV,2020,2022-03-01,2022-03-31,19,03,1.0,0.0,193,5.262690188904886,1
Test,Compact SUV,2020,2022-03-01,2022-03-31,23,03,1.0,0.0,193,5.262690188904886,1
Test,Compact SUV,2020,2022-03-01,2022-03-31,28,03,1.0,0.0,193,5.262690188904886,1
Test,Compact SUV,2020,2022-04-01,2022-04-30,20,04,1.0,0.0,189,5.241747015059643,1
Test,Compact SUV,2020,2022-04-01,2022-04-30,23,04,2.0,0.0,189,5.241747015059643,1
Test,Compact SUV,2020,2022-04-01,2022-04-30,24,04,1.0,0.0,189,5.241747015059643,1
Test,Compact SUV,2020,2022-04-01,2022-04-30,27,04,1.0,0.0,189,5.241747015059643,1
Test,Compact SUV,2020,2022-04-01,2022-04-30,28,04,1.0,0.0,189,5.241747015059643,1
Test,Compact SUV,2020,2022-05-01,2022-05-31,13,05,0.0,1.0,183,5.209486152841421,1
Test,Compact SUV,2020,2022-05-01,2022-05-31,24,05,1.0,0.0,183,5.209486152841421,1
Test,Compact SUV,2020,2022-05-01,2022-05-31,25,05,1.0,0.0,183,5.209486152841421,1
Test,Compact SUV,2020,2022-06-01,2022-06-30,18,06,0.0,1.0,181,5.198497031265826,1
Test,Compact SUV,2020,2022-06-01,2022-06-30,20,06,2.0,0.0,181,5.198497031265826,1
Test,Compact SUV,2020,2022-06-01,2022-06-30,22,06,3.0,0.0,181,5.198497031265826,1
Test,Compact SUV,2020,2022-06-01,2022-06-30,25,06,1.0,0.0,181,5.198497031265826,1
Test,Compact SUV,2020,2022-06-01,2022-06-30,26,06,1.0,0.0,181,5.198497031265826,1
Test,Compact SUV,2020,2022-06-01,2022-06-30,27,06,1.0,1.0,181,5.198497031265826,1
Test,Compact SUV,2020,2022-06-01,2022-06-30,30,06,1.0,0.0,181,5.198497031265826,1
Test,Compact SUV,2020,2022-07-01,2022-07-31,20,07,0.0,1.0,172,5.147494476813453,1
Test,Compact SUV,2020,2022-07-01,2022-07-31,22,07,1.0,0.0,172,5.147494476813453,1
Test,Compact SUV,2020,2022-07-01,2022-07-31,23,07,1.0,0.0,172,5.147494476813453,1
Test,Compact SUV,2020,2022-07-01,2022-07-31,24,07,1.0,0.0,172,5.147494476813453,1
Test,Compact SUV,2020,2022-07-01,2022-07-31,25,07,1.0,0.0,172,5.147494476813453,1
Test,Compact SUV,2020,2022-07-01,2022-07-31,26,07,1.0,0.0,172,5.147494476813453,1
Test,Compact SUV,2020,2022-07-01,2022-07-31,27,07,4.0,0.0,172,5.147494476813453,1
Test,Compact SUV,2020,2022-07-01,2022-07-31,29,07,1.0,0.0,172,5.147494476813453,1
Test,Compact SUV,2020,2022-08-01,2022-08-31,20,08,1.0,0.0,162,5.087596335232384,1
Test,Compact SUV,2020,2022-08-01,2022-08-31,21,08,1.0,0.0,162,5.087596335232384,1
Test,Compact SUV,2020,2022-08-01,2022-08-31,23,08,1.0,0.0,162,5.087596335232384,1
Test,Compact SUV,2020,2022-08-01,2022-08-31,24,08,3.0,0.0,162,5.087596335232384,1
Test,Compact SUV,2020,2022-08-01,2022-08-31,25,08,2.0,0.0,162,5.087596335232384,1
Test,Compact SUV,2020,2022-08-01,2022-08-31,26,08,2.0,0.0,162,5.087596335232384,1
Test,Compact SUV,2020,2022-08-01,2022-08-31,28,08,2.0,0.0,162,5.087596335232384,1
Test,Compact SUV,2020,2022-08-01,2022-08-31,30,08,1.0,0.0,162,5.087596335232384,1
Test,Compact SUV,2020,2022-08-01,2022-08-31,31,08,1.0,0.0,162,5.087596335232384,1
Test,Compact SUV,2020,2022-08-01,2022-08-31,33,08,1.0,0.0,162,5.087596335232384,1
Test,Compact SUV,2020,2022-09-01,2022-09-30,20,09,2.0,0.0,145,4.976733742420574,1
Test,Compact SUV,2020,2022-09-01,2022-09-30,22,09,1.0,0.0,145,4.976733742420574,1
Test,Compact SUV,2020,2022-09-01,2022-09-30,23,09,1.0,0.0,145,4.976733742420574,1
Test,Compact SUV,2020,2022-09-01,2022-09-30,25,09,2.0,0.0,145,4.976733742420574,1
Test,Compact SUV,2020,2022-09-01,2022-09-30,26,09,1.0,0.0,145,4.976733742420574,1
Test,Compact SUV,2020,2022-09-01,2022-09-30,27,09,1.0,0.0,145,4.976733742420574,1
Test,Compact SUV,2020,2022-09-01,2022-09-30,33,09,1.0,0.0,145,4.976733742420574,1
Test,Compact SUV,2020,2022-10-01,2022-10-31,22,10,2.0,0.0,138,4.927253685157205,1
Test,Compact SUV,2020,2022-10-01,2022-10-31,25,10,2.0,0.0,138,4.927253685157205,1
Test,Compact SUV,2020,2022-10-01,2022-10-31,29,10,1.0,0.0,138,4.927253685157205,1
Test,Compact SUV,2020,2022-10-01,2022-10-31,30,10,1.0,0.0,138,4.927253685157205,1
Test,Compact SUV,2020,2022-11-01,2022-11-30,20,11,1.0,0.0,132,4.882801922586371,1
Test,Compact SUV,2020,2022-11-01,2022-11-30,23,11,1.0,0.0,132,4.882801922586371,1
Test,Compact SUV,2020,2022-11-01,2022-11-30,24,11,2.0,0.0,132,4.882801922586371,1
Test,Compact SUV,2020,2022-11-01,2022-11-30,28,11,2.0,0.0,132,4.882801922586371,1
Test,Compact SUV,2020,2022-11-01,2022-11-30,29,11,3.0,0.0,132,4.882801922586371,1
Test,Compact SUV,2020,2022-11-01,2022-11-30,31,11,2.0,0.0,132,4.882801922586371,1
Test,Compact SUV,2020,2022-11-01,2022-11-30,32,11,1.0,0.0,132,4.882801922586371,1
Test,Compact SUV,2020,2022-12-01,2022-12-31,23,12,1.0,0.0,120,4.787491742782046,1
Test,Compact SUV,2020,2022-12-01,2022-12-31,26,12,1.0,0.0,120,4.787491742782046,1
Test,Compact SUV,2020,2022-12-01,2022-12-31,27,12,1.0,1.0,120,4.787491742782046,1
Test,Compact SUV,2020,2022-12-01,2022-12-31,31,12,2.0,0.0,120,4.787491742782046,1
Test,Compact SUV,2020,2022-12-01,2022-12-31,32,12,2.0,0.0,120,4.787491742782046,1
Test,Compact SUV,2020,2023-01-01,2023-01-31,19,01,0.0,1.0,113,4.727387818712341,1
Test,Compact SUV,2020,2023-01-01,2023-01-31,30,01,2.0,0.0,113,4.727387818712341,1
Test,Compact SUV,2020,2023-01-01,2023-01-31,31,01,1.0,0.0,113,4.727387818712341,1
Test,Compact SUV,2020,2023-02-01,2023-02-28,23,02,1.0,0.0,110,4.700480365792417,1
Test,Compact SUV,2020,2023-02-01,2023-02-28,24,02,2.0,0.0,110,4.700480365792417,1
Test,Compact SUV,2020,2023-02-01,2023-02-28,27,02,2.0,0.0,110,4.700480365792417,1
Test,Compact SUV,2020,2023-02-01,2023-02-28,31,02,1.0,0.0,110,4.700480365792417,1
Test,Compact SUV,2020,2023-02-01,2023-02-28,35,02,1.0,0.0,110,4.700480365792417,1
Test,Compact SUV,2020,2023-02-01,2023-02-28,36,02,1.0,0.0,110,4.700480365792417,1
Test,Compact SUV,2020,2023-03-01,2023-03-31,25,03,2.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2020,2023-03-01,2023-03-31,26,03,2.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2020,2023-03-01,2023-03-31,27,03,0.0,1.0,102,4.624972813284271,1
Test,Compact SUV,2020,2023-03-01,2023-03-31,29,03,2.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2020,2023-03-01,2023-03-31,30,03,1.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2020,2023-03-01,2023-03-31,32,03,1.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2020,2023-03-01,2023-03-31,33,03,2.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2020,2023-03-01,2023-03-31,35,03,2.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2020,2023-03-01,2023-03-31,36,03,4.0,0.0,102,4.624972813284271,1
Test,Compact SUV,2020,2023-04-01,2023-04-30,25,04,0.0,1.0,86,4.454347296253507,1
Test,Compact SUV,2020,2023-04-01,2023-04-30,27,04,1.0,0.0,86,4.454347296253507,1
Test,Compact SUV,2020,2023-04-01,2023-04-30,28,04,2.0,0.0,86,4.454347296253507,1
Test,Compact SUV,2020,2023-04-01,2023-04-30,30,04,2.0,0.0,86,4.454347296253507,1
Test,Compact SUV,2020,2023-04-01,2023-04-30,31,04,1.0,0.0,86,4.454347296253507,1
Test,Compact SUV,2020,2023-04-01,2023-04-30,33,04,1.0,0.0,86,4.454347296253507,1
Test,Compact SUV,2020,2023-04-01,2023-04-30,34,04,1.0,0.0,86,4.454347296253507,1
Test,Compact SUV,2020,2023-04-01,2023-04-30,36,04,2.0,0.0,86,4.454347296253507,1
Test,Compact SUV,2020,2023-05-01,2023-05-31,23,05,3.0,0.0,74,4.30406509320417,1
Test,Compact SUV,2020,2023-05-01,2023-05-31,24,05,6.0,0.0,74,4.30406509320417,1
Test,Compact SUV,2020,2023-05-01,2023-05-31,25,05,5.0,0.0,74,4.30406509320417,1
Test,Compact SUV,2020,2023-05-01,2023-05-31,26,05,11.0,0.0,74,4.30406509320417,1
Test,Compact SUV,2020,2023-05-01,2023-05-31,27,05,8.0,0.0,74,4.30406509320417,1
Test,Compact SUV,2020,2023-05-01,2023-05-31,28,05,8.0,0.0,74,4.30406509320417,1
Test,Compact SUV,2020,2023-05-01,2023-05-31,29,05,8.0,0.0,74,4.30406509320417,1
Test,Compact SUV,2020,2023-05-01,2023-05-31,30,05,7.0,0.0,74,4.30406509320417,1
Test,Compact SUV,2020,2023-05-01,2023-05-31,31,05,4.0,0.0,74,4.30406509320417,1
